abadi
benak
benar
benar-benar
bencat
benci
bendawi
benderang
bengal
bengang
bengang-bengut
bengap
benggal
benggang
benggil
benggol
bengis
bengkah
bengkak
bengkal-bengkil
bengkang-bengkok
bengkang-bengkong
bengkang-bengkung
bengkeng
bengkil
bengkong
bengkung
bengot
benguk
bengung
bening
benjol
bentan
bentar
bentong
benyai
benyek
benyot
bera
berandang
beraneka
beraneka
berang
berangsang
berangsangan
berani
berani-berani
beraspirasi
berat
berbahagia
berbahasa-bahasa
berbangga
berbatuan
bercabiran
bercamping-camping
bercuang-caing
berdegap
berduri-duri
berdus
berempak
berenggan-enggan
beres
bergajul
bergemal-gemal
bergemuruh
bergenggam
bergerigi
bergontai
bergores
bergores-gores
bergosong
bergulut-gulut
berida
beringas
beringsang
beristibdad
berjendul
berjumbai-jumbai
berjuntaian
berkaca-kaca
berkepanjangan
berketi-keti
berkilauan
berlama-lama
berlangau
berlapang-lapang
berlapar
berlebih-lebih
berlebihan
berlimpit-limpit
berlutu
bermacam
bermacam-macam
bermekaran
bernas
berpada-pada
berpangkat-pangkat
berpanjang-panjang
berpenyakitan
berprihatin
bersaf-saf
bersahaja
bersemarak
bersembunyi-sembunyi
bersempuras
berserak-serak
berseran
bersesat
bersetia
bersibaran
bersih
bersilutu
bersinau-sinau
bersuaian
bersut
berusuh
besar
besar-besaran
beser
beset
besing
betah
betak-betak
betas
betul
betul-betul
biadab
biadat
biang
biang-biang
biasa
bienial
bigami
bijak
bijaksana
bikonkaf
bilabial
bilateral
bilingual
bilis
bimbang
binal
binasa
bindam
bineka
biner
bingas
bingit
bingung
bintulbahar
biogenik
biologis
birang
biring
birokratis
biseksual
bising
bisu
biverbal
blangko
blirik
bobol
bobos
bobrok
bodoh
bogel
bogot
bohong
bombastis
bonafide
bongak
bongkar-bangkir
bongok
bonyok
boros
bosan
bosor
botak
botanis
boya
boyak
brilian
buani
buas
bubung
bugar
bugil
bujal
bukan-bukan
bukat
bulat
buluk
bulukan
bulus
bumiah
bumpet
buncah
buncang
buncit
bundar
bundas
bungkam
bungkang
bungking
bungkuk
buntak
buntang
buntar
buntung
buram
burik
buruk
busik
busuk
busung
buta
butek
butut
buyutan
caba
cabak
cabik
cabik-cabik
cabir
cabul
cabur
cacak
cacar
cacau
cahang
cahar
caing
caing-caing
cair
cakah
cakap
cakep
calak
calar-balar
campah
campang-camping
campin
camping
candala
candramawa
canggih
canggung
cangkang
cangkat
cangkih
cangut
cantas
cantik
capai
capang
capik
capuk
carik
carut
caung
cebol
cedera
ceding
cegak
cegar
cekah
cekal
cekang
cekat
cekel
cekuk
cekung
celemotan
celengkak-celengkok
celi
celomes
celomok
celonok
celung
celus
cemar
cemberut
cembung
cemburu
cemeh
cemer
cemerlang
cemomot
cemong
cempreng
cenal-cenil
cendekia
cenderung
cengang
cengeh
cengeng
cengis-cengis
cengkar
cengki
cengkol
cengkong
cengkung
centil
cepak
cepat
ceper
ceples
cepo
cerabah
cerah
cerai-berai
ceramah
cerap
cerdas
cerdik
cerewet
cergas
ceria
ceriwis
cermat
cerna
ceroboh
ceronggah
cerucup
ceruh
cerun
cilik
cingkrang
cinta
ciut
cobar-cabir
cocok
cogok
comel
comot
comot-comot
compang-camping
compeng
compes
condong
condong-mondong
congak
congeh
congget
conggok
congkah-cangkih
congkah-mangkih
congkak
copak-capik
corak-carik
coreng-moreng
corot
cuai
cuang
cukup
cukupan
culas
culun
cumil
cungap
cupar
cupul
curam
curang
curiga
dadu
dahaga
dahsyat
daif
dakar
dalam
damat
damba
damping
dangkal
dangkar
datar
dauk
debil
debus
dedai
dedak
dedara
dedel
dedikatif
deduktif
defensif
definit
definitif
defisien
deformatif
degeneratif
degil
deiktis
dekaden
dekat
deklaratif
dekoratif
delikat
deltoid
delusif
demagogis
demam
demes
demografis
demokratis
demonstratif
dempak
dempang
dempet
dendam
dengkel
dengki
dengkik
dengkol
dengu
denotatif
dentat
departemental
dependen
deras
derman
deskriptif
despotik
destruktif
determinatif
dewasa
dialektal
dialektis
dialogis
diametral
diatonik
didaktis
diferensial
digdaya
digital
dihedral
dihidroksil
diktatorial
diktatoris
dilematik
dimorfik
dinamik
dinamis
dingin
dingkit
dini
diplomatik
diplomatis
dirgahayu
disagio
disinsentif
diskoid
diskontinu
diskriminatif
diskursif
distal
dito
diurnal
divergen
dodong
dodor
dogel
dogmatis
dogol
dokumenter
dolak-dalik
domestik
dominan
domot
dompak
dongkol
dongok
dower
doyong
dramatik
dramatis
drastis
dualistis
dubius
dugal
dugdeng
duka
dungkul
dungu
duniawi
duplo
durhaka
durkarsa
durnois
durnoisme
dursila
dusta
dwiganda
ecek
edukatif
efektif
efisien
egaliter
egoistis
egosentris
ekabahasa
eklektik
ekologis
ekonomis
eks
eksak
eksentrik
eksesif
eksklusif
ekskursif
eksobiotik
eksoergik
eksogam
eksotermik
eksotik
eksotis
ekspansif
ekspansionistis
eksperimental
eksplisit
eksploratif
eksplosif
eksponensial
ekspres
ekspresif
ekspresionistik
ekstensif
ekstern
eksternal
ekstrakardial
ekstraktif
ekstrakurikuler
ekstralinguistis
ekstramarital
ekstraparlementer
ekstraseluler
ekstraterestrial
ekstrauterin
ekstrem
ekstrinsik
ektotermik
ekuivalen
elastis
elegan
elektris
elektromagnetik
elektronis
elementer
eleng
eliptis
elitis
elok
elusif
eluvial
emeritus
eminen
emosional
emotif
empiris
empot
empuk
enak
encer
endogen
endotermal
endotermis
endut-endutan
enek
energetik
energik
enggan-enggan
engkah
ensiklopedis
entah-berentah
enteng
epileptik
episiklik
episkopal
episodik
epizootik
erang
erat
erat-erat
ereng
ergonomis
erot
erotis
esensial
eskatologis
esoteris
estetik
estetis
estuarin
etimologis
etis
etnis
eufemistis
eurihalin
eurosentris
eusinantropus
evaluatif
eviden
evokatif
evolusioner
faali
faktual
fakultatif
falsafi
fana
fanatik
fani
fantastis
farmakologis
fasih
fatah
fatal
fatala
fatanah
faunistik
federal
federalistis
feminin
fenomenal
feodal
feodalistis
feral
figuratif
fikli
fiktif
filantropis
filatelik
filmis
filologis
filosofis
finansial
firauniah
firdausi
fisibel
fisiognomis
fisiologis
fisis
fiskal
fit
flegmatis
fleksibel
fluktuatif
formal
formalistis
fotogenik
fotografis
fotokromik
fototropis
fragmentaris
frekuen
frekuentatif
frigid
frontal
fundamental
fundamentalistis
fungibel
fungsional
futuristik
futuristis
futurologis
gabas
gabuk
gaduh
gadungan
gagah
gagu
gaguk
galaba(h)
galak
galau
galgal
galib
galir
galvanis
gamak
gamam
gamang
gamblang
gampang
gampang-gampangan
ganar
ganas
gancang
ganda
gandem
gandes
gandrung
gangsar
gani
ganjat
ganjil
ganteng
ganyar
ganyut
gapah
gapah-gopoh
gapil
garang
garau
garib
garing
gasal
gasang
gastrointestinal
gatal
gawat
gayal
gayang
gayat
gebyar-gebyar
gecer
gecul
gedembal
gedempol
gegai
gegap
gegar
geger
gejah
geladak
geladir
gelagap
gelang
gelap
gelatak
geleber
gelepai
gelepot
gelimbir
gelimbiran
gelinggaman
gelisah
gelita
gelodar
gelojoh
gemang
gemar
gemas
gembeng
gembira
gembos
gembul
gembur
gemebyar
gemerlap
gemerlapan
gemetar
gemilang
gemilap
gempal
gempar
gempita
gempor
gemuk
gemulai
gemulung
gemuntur
gemuruh
genap
gencar
gencat
gendut
genealogis
generik
genetis
genial
genit
genital
genius
genjah
genjang-genjot
genjur
gentas
gentat
genting
genyot
geofisis
geografis
geologis
geometris
geosentris
geostasioner
geotermal
gepeng
gerabang
gerah
geram
geregetan
gerejani
gerejawi
gerek
gerenik
gerenyau
gerenyot
gerepes
gerigis
geringging
geripis
gerlap
gerlip
germang
germinal
gerowong
gersang
gerugut
geruh
geruh-gerah
gerumpung
gerun
gerutu
gesit
getas
getek
getir
gial
giat
gidik
gigih
gigil
gigis
gila
gila-gila
gilang
gilap
gilap-gemilap
gimbal
gingsul
girang
girap-girap
giring
global
gobar
goblok
gogos
gombang
gombrang
gombroh
gompal
gompiok
gondok
gondrong
gonjing
gonjong
gontai
gopoh
gosong
goyah
gradual
grafis
gratak
gratis
gres
grip
grogi
gual
gugu
gugup
gulana
gulita
gumal
guncang
gundul
gunolugu
guntung
guram
gurih
guyub
habis-habis
habluk
hak
hakiki
hakimah
halai-balai
halal
halimunan
halus
hambar
hamik
hampa
hana
hancur
hancur-hancuran
hangat
hangit
harak
haram
harbi
harfiah
haring
harmonis
harum
hasud
haus
hayati
hebat
heboh
hegemonik
helat
heliotrop
hemat
hengkang
hening
heran
herediter
hermetis
heroik
heterodoks
heterofil
heterogen
heteroseksual
heterosiklis
hewani
hialin
hidraulis
hierarkis
higienis
higroskopis
hijriah
hilofagus
hina
hina
hiperaktif
hiperbarik
hiperbolis
hiperkorek
hiperkritis
hiperseksual
hipersensitif
hipersonik
hipertradisional
hipnotis
hipokrit
hipokritis
hipotetis
hipotiroid
hiruk
histeris
historis
hitam
holistis
holografis
homogen
homoiotermal
homoseksual
homoterm
honorer
horizontal
hormat
hubar-habir
huji
human
humanistis
humaniter
humoristis
hura-hura
iba
ideal
idealistis
identik
ideografis
ideologis
idiil
idiomatis
idrak
igau-igauan
ijtimaiah
ikal
ikhlas
ikhtiari
ikonis
iktidal
ilam-ilam
ilegal
ilmiah
ilusif
ilustratif
imajinatif
imajiner
imanen
imani
imbak
imbal
imbang
imbang-imbangan
imitatif
imperfek
imperial
impersonal
implisit
impoten
impresif
impresionistik
impulsif
imunologis
imut-imut
inca-binca
incang-incut
incut
indah
indikatif
indisipliner
individual
individualistis
indolen
indranila
indriawi
induktif
inferensial
inferior
infertil
infiradi
inflatoar
infleksif
informal
informatif
infrasonik
ingar
inggang-inggung
inggung
inheren
inklusif
inkognito
inkompeten
inkomplet
inkonfeso
inkonsisten
inkonvensional
inkremental
inovatif
insaf
insani
insidental
insinuatif
insolven
instan
instingtif
institusional
instruksional
instruktif
instrumental
insuler
integral
integralistik
inteligen
intens
intensif
intensional
interaktif
interdepartemental
interdependen
interdisipliner
interesan
interetnik
interinsuler
interkontinental
intern
internal
internasional
interogatif
interpretatif
intertestial
intim
intoleran
intradermal
intrakalimat
intralinguistis
intrauniversiter
intrinsik
introver
intuitif
invalid
inventif
investigatif
iram
irasional
iri
iri
irit
iritatif
ironis
iseng
isis
islami
islamiah
islamis
isolatif
istan
istimaiah
istimewa
istiwa
jabir
jagur
jahar
jahat
jahil
jahiriah
jais
jalang
jalil
jamak
jambon
jamil
janat
jangak
janggal
jangkih
jangkung
jantang
jarang
jarang-jarang
jarotan
jasadi
jasmaniah
jati
jatmika
jauh
jaya
jebab
jeblos
jegang
jejas
jelabir
jelak
jelas
jelata
jelek
jeli
jelita
jeluk
jembar
jembel
jempolan
jemu
jemuas
jenaka
jendal
jendala
jendol
jendul
jeneng
jenggar
jenggul
jengkel
jengkot
jenjam
jenjang
jenuh
jeput
jera
jerah
jerah
jerau
jereket
jeri
jernih
jerungkis
jidur
jijik
jinak
jinak-jinak
jirus
jitu
jompo
jongang
jonget
jorok
jorong
judes
juih
jujur
juling
jumbul
junior
juvenil
kabihat
kabir-kabiran
kabur
kabut
kacak
kacau
kacau-balau
kacuk
kadastral
kadir
kadru
kafaah
kafah
kaget
kagok
kagum
kahar
kakek-kakek
kaku
kalang
kalap
kalas
kalbi
kaleidoskopis
kalengan
kaligrafis
kalis
kalut
kalut-malut
kamariah
kamilmukamil
kampungan
kancap
kanjang
kanonis
kantang
kaotis
kapisa
kapitalistis
kapok
kaprah
karatan
karbolik
kardiak
karib
karikatural
karismatik
karitatif
karut-marut
kasang
kasap
kasar
kasatmata
kasim
kasuistik
kaswah
katai
katak
katawi
kategorial
kategoris
kausal
kaustik
kawak
kawakan
kawi
kaya
kayun
keabu-abuan
kearab-araban
keasinan
keasyik-asyikan
kebal
kebapakan
kebarat-baratan
kebas
kebasah-basahan
kebata-bataan
kebayi-bayian
kebayuan
kebebangan
kebelanda-belandaan
kebiri
kebiru-biruan
kebocahan
kebudak-budakan
kebuluran
kecabaian
kecai
kecapaian
keceng
kecewa
kecil
kecil-kecilan
kecil-mengecil
kecoh
kecokelat-cokelatan
kecuh-kecah
kecut
kedah
kedaluwarsa
kedam
kedang
kedap
kedekut
kedempung
kedesa-desaan
kedik
kedinginan
kedodoran
keedanan
kegadis-gadisan
kegelap-gelapan
kegerahan
kegila-gilaan
kegirang-girangan
kehausan
kehel
kehijau-hijauan
kehitam-hitaman
kehitaman
keibuan
keinggris-inggrisan
kejam
kejang
kejat
kejengkolan
keji
kejur
kejut
kekabur-kaburan
kekal
kekanak-kanakan
kekar
kekau
kekel
kekencangan
keki
kekoboi-koboian
kekok
kekota-kotaan
kekudusan
kekuning-kuningan
kelam
kelamaan
kelang-kelok
kelasah
kelat
kelebek
kelelahan
keletah
keletik
kelewatan
kelih
keliru
kelompang
kelu
kelunturan
kelus
kelusuh-kelasah
kemahalan
kemalu-maluan
kemanja-manjaan
kemarah-marahan
kemarau
kemas
kemasam-masaman
kemasinan
kematu
kematus
kemayu
kembar
kembera
kembung
kemerah-merahan
kemik
kemilap
kempal
kempang
kempis
kempot
kempung
kemuning
kencang
kencong
kendur
kental
kenteng
kenyal
kenyang
kenyat
kenyat-kenyut
kenyi
kenyih
kenyir
keorganisasian
kepalang
kepam
kepancingan
kepecong
kepeningan
keperak-perakan
keperakan
kepialu
kepil
kepinggiran
kepot
kepucat-pucatan
keputih-putihan
keputihan
kerabik
keracak
kerajang
keramat
kerancak-rancakan
kerang
kerang-keroh
kerap
keras
kerasan
kerdil
kerekot
kerempeng
keren
kerendahan
kerepes
kereseng
keresot
kerih
kerimut
kering
kering-kering
kerintil
kerisut
kerobak
kerobak-kerabit
kerobak-kerobek
kerobak-kerobik
keropok
keropos
kerot
kerotot
kersai
kersang
kertang
keruh
keruntang-pungkang
kesak
kesakitan
kesal
kesangatan
kesat
kesempitan
kesemutan
kesip
kesorangan
kesorean
ketai
ketak
ketam
ketar
ketat
ketegar
keterlaluan
ketua-tuaan
ketuaan
ketul
ketus
keungu-unguan
kewangi-wangian
kewangian
khafi
khalis
kharab
khas
khasi
khawatir
khayali
khidmat
khilaf
khisit
khuduk
khunsa
khusus
khusyuk
kiasi
kibang-kibut
kibir
kidal
kikir
kikuk
kimiawi
kimpal
kincup
kiruh
kisruh
kisut
kiting
kizib
klasik
klasikal
klerikal
klimis
klinis
koaksial
kocah-kacih
kocak
kocar-kacir
kocoh
kodrati
koersif
kognat
kognatif
kognitif
kohesif
kohong
koinsiden
kolateral
kolegial
kolektif
koleng
koloidal
kolokan
kolonial
kolosal
kolot
komaran
kombor
komeng
komersial
komikal
kompak
komparatif
kompatibel
kompeten
kompetitif
kompleks
kompleksitas
komplementer
komplet
komplikatif
komprang
komprehensif
kompromistis
kompulsif
komunal
komunalistik
komunikatif
komunistis
kondang
kondusif
konfrontatif
konjungtif
konkaf
konklusif
konkomitan
konkret
konsekuen
konsekutif
konsentris
konsepsional
konseptual
konservatif
konsesional
konsisten
konspiratif
konstipasi
konstitusional
konstruktif
konsumtif
kontan
kontekstual
kontemplatif
kontemporer
kontet
kontinental
kontinu
kontra
kontradiktif
kontraktual
kontras
kontraseptif
kontroversial
konveks
konvektif
konvensional
konvergen
kooperatif
koordinatif
kopak
kopek
kopel
kopet
kopong
kopyor
kordial
korek
korektif
korelatif
koreng
koreng-koreng
koreografis
korporat
korporatif
korsleting
korup
koruptif
kosmis
kosmologis
kosmopolitan
kosong
kotai
koteng
kotok
kotong
kotor
koyak
koyak-koyak
kreatif
kreditabel
kribo
kriminal
kriminologis
krisis
kristiani
kritis
kromatis
kronis
kronologis
krusial
kuadripartit
kuadrupleks
kualitatif
kuantitatif
kuarterner
kuasi
kuat
kubra
kucak
kucam
kudung
kudus
kujur
kukuh
kultural
kumal
kumuh
kumulatif
kunar-kunar
kunjung
kuno
kuntul
kuratif
kurikuler
kuring
kursif
kurus
kusam
kusau
kusut
kutung
kuyu
kuyup
labil
laboratoris
labuh
labut
lacur
ladung
lagau
laguh-lagah
lahab
lahap
lahiriah
laif
laik
lain
lajak
lajang
laju
lakonik
lalah
lalai
lali
lama
lamban
lambat
lambat-lambat
lambuk
lampai
lampas
lampau
lampias
lamur
lanau
lancang
lancap
lancar
lancip
lancung
lancut
landai
landung
landur
langgas
langgeng
langguk
langka
langkas
langking
langlai
langsai
langsar
langsing
langu
lanjai
lanjang
lanjar
lanjung
lanjur
lanjut
lantam
lantang
lapang
lapar
lapuk
laram
larap
laras
laringal
laris
larut
lasa
lasak
lasian
lata
latah
laten
lateral
latur
laun
laur
lawa
lawah
lawak
layah
layak
layap
layu
lazim
lebam
lebang
lebat
lebih
lebuk
lebur
lecak
lecap
lecat
leceh
lecek
lecet
leco
lecok
lecuh
lecur
lega
legal
legap
legat
legendaris
legislatif
legit
legok
leha-leha
lejas
leka
lekak-lekuk
lekang
lekap
lekas-lekas
lekat
lekir
lekit
lekuk
lelah
lelas
leler
leluasa
lemah
lemas
lemau
lembam
lembang
lembap
lembek
lembok
lembut
lempeng
lempung
lena
lencang
lencir
lendung
lendut
lengai
lengang
lengar
lengas
lenggang
lengkai
lengkap
lengket
lengkok
lentik
lentoid
lentok
lentuk
lenyah
lenyai
lenyak
lenyap
lenyau
lepak
lepas
leper
lepok
lerai
lerak
lesa
lesak
lesi
lestari
lesu
leta
letal
leter
letih
leuca
lewah
lezat
liar
liat
liberal
liberalistis
libidis
licak
licau
licik
licin
lihai
likat
likuid
limitatif
limun
lincah
lincir
lincun
linear
lingar
lingat
linglung
linier
lintap
lintup
linu
liplap
lipu
liris
lisut
liturgis
liut
loba
lodoh
logis
lokek
lokos
lompong
loncos
longgar
longgor
lonjong
lonjoran
lontok
lonyok
lopak
lopak-lapik
lorek
loreng
losong
lota
lotak
lowong
loya
loyak
loyal
loyo
luak
luang
luar
luas
luat
lucah
lucu
lucut
ludes
lugas
luhur
luks
lumat
lumayan
lumer
lumpuh
lumrah
lunak
luncai
luncung
luner
lungkah
lungkum
lunglai
lungse
lungsungan
luntang-lantung
luntur
lunyai
lupa-lupa
lurus
lusuh
luti
luwes
luyu
mabrur
mabuk
mabul-mabul
macet
madang
madani
madi
magang
magel
magis
magnetis
magribi
mah
Maha
mahakuasa
mahal
mahamulia
mahardika
maharupa
mahasuci
mahatahu
mahatma
mahir
majakaya
majal
majasi
majelis
majemuk
majir
majuh
makar
makiyah
makmur
maknawi
makro
makroskopis
maksimal
mala
malafide
malan
malang
malap
malar
malas
malasuai
malis
malu
malu-malu
mamai
mamang
mambung
mamik
mampu
mampung
manai
manajerial
manasuka
mancawarna
mancung
manda
mandiri
mandraguna
mandul
manggah
mangkak
mangkar
mangkas
mangkus
mangut
manipulatif
manis
manise
manja
manjur
mantan
mantap
mantiki
manual
manusiawi
mapan
marah
marak
maras
marem
marginal
marine
marital
maritim
marpaud
masa
masak
masam
masif
masin
masinal
masir
maskulin
massal
masygul
masyhur
matang
matematis
materialistis
materiil
matriarkal
matrilineal
maujud
maya
mayeng
mazarin
medial
medikolegal
medis
medisinal
medu
megah
megak
megat
mejam
mejan
melanjai
melankolis
melantang
melar
melarat
melaut
melawas
melekang
melempem
melengah
melentik
melimpah
melingkar
melintah
melit
melodramatik
meloya
meluah
meluar
meluat
melucut
memar
membaru
memesat
memper
memunjung
menceng
mencla-mencle
mencong
mencos
mencuat
mendingan
mendunia
menegak
mengentak-entak
mengetren
mengganda
menggeledek
menggendut
menggenting
menggerlap
menggerlip
menggerugut
mengot
menjabal
menor
mentah
mentereng
menyemak
menyeni
menyumbang
mepet
meraga
merah
merajak
merakyat
merana
merdeka
merdesa
merdu
meriang
merinding
merot
mersik
merubi
mesodermik
mesra
mesum
metabolik
metabolis
metaforis
metalik
metalurgis
metamorfis
meteorologis
metodis
metris
metronomis
mewah
midi
mikro
mikrobiologis
mikroskopis
militeristis
mineralogis
mini
minim
minimal
miring
mirip
misioner
miskin
misterius
mistis
mitologis
mobil
moblong
moderat
modifikatif
modis
modular
molar
molek
molekuler
momental
mondial
mondok
moneter
mongkok
mongoloid
monogam
monokarpa
monokromatis
monolingual
monolitik
monopolistik
monoton
montok
monumental
moralistis
morat-marit
morfemis
morfofonemis
moril
motorik
muak
mual
muasir
mubarak
mubazir
mubut
muda
mudah
mufakat
mujarab
mujur
mukhlis
mukibat
muktabar
muktamad
mulas
mulia
multibahasa
multidimensi
multidisipliner
multifaset
multifungsi
multiguna
multikompleks
multilateral
multilingual
multinasional
multinegara
multipel
multipleks
multipolar
multirasial
multivalen
muluk
muluk-muluk
mulus
mumuk
mumut
munafik
mungil
mungkar
munjung
murah
murahan
muram
murba
murni
murung
musikal
musikologis
muskil
mustahak
mustahil
mustaid
mustajab
mustakim
mutakadim
mutakhir
mutlak
mutu
nabati
nadir
nahas
naif
naim
nakal
naluriah
nanang
nanar
napas
naratif
nasional
nasionalistis
nativistik
natural
naturalistis
naturopatis
nautik
nautikal
necis
negatif
negativistik
nek
nekat
nekat-nekat
nelangsa
neofeodalistis
neritik
neritopelagik
nestapa
neto
netral
ngeri
ngilu
nifak
nihil
nikmat
niraksara
nirgagasan
nirguna
nirkabel
nirlaba
nirleka
nirselera
nisbi
niskala
nista
nitrofili
nokturnal
nominal
nonagresi
nonaktif
nonblok
nondepartemental
nonformal
nong-nong
nonhistoris
nonintervensi
nonkimia
nonkonvensional
nonkooperatif
nonmedis
nonmiliter
nonong
nonproduktif
nonstandar
nonstop
nonteknis
nontradisional
nonverbal
normal
normatif
nuklir
numerik
nurani
nuriah
nyalang
nyaman
nyanyar
nyanyuk
nyarik
nyaring
nyata
nyenyai
nyenyak
nyeri
nyinyir
nyonyong
objektif
oblak
obsesif
obsolet
odoh
ogah-agih
ogah-ogahan
ogel
ogok
okok
oktal
okupasional
olahan
olang-aling
oleng
oligopolistis
oligotrofik
oncer
ongahangih
ongeh
opalesen
operasional
operatif
oportunistis
opsional
optimal
optimistis
optimum
orak-arik
oral
oratoris
ordiner
organik
organis
organisatoris
orgasmik
oriental
orisinal
orisinalitas
ornamental
ornitologis
orografis
ortodoks
ortografis
ortopedis
otomatis
otomotif
otonom
otoriter
oval
oyong
pacak
pada
padam
padat
padi
padu
pagan
pagon
pahit
pailit
pajuh
pakem
paleografis
paleolitik
paling-paling
palsu
pampat
panas
panas-panas
pandai
pandak
pandir
pangus
panik
panjang
pankromatis
pantas
panteistis
papa
papak
papar
paradigmatis
paradoksal
parah
parak
paralel
paralitis
paramarta
paramiliter
paranoid
paranormal
paras
parenial
parental
paripurna
parlementer
parokial
parsial
partikelir
partitif
pas-pasan
pasai
pascabedah
pascadoktoral
pascakawin
pascakrisis
pascalahir
pascalarva
pascalikuidasi
pascamodern
pascamodernisme
pascaoperasi
pascapanen
pascaproduksi
pascareformasi
pascasarjana
pascausaha
pascayuwana
pasif
pasim
pasit
pasti
pastoral
patah
paternalistis
patetis
patih
patirasa
patogenik
patologis
patrilineal
patriotik
patuh
patut
payah
payau
pecak
pedagogis
pedar
pedih
pedis
pegah
pegal
pegan
pejal
peka
pekak
pekak-pekak
pekat
pelah
pelak
pelan
pelekuk
pelengset
pelik
pelit
peloh
penahiran
penangis
penasaran
penat
pencong
pendaging
pendek
penengkar
pengang
pengap
pengar
pengeng
penggar
pengkal
pengkar
pengkol
pengkor
pengos
pening
penting
penuh
penuju
penyakitan
penyek
penyok
peok
peot
pepat
pepek
peraba
perbani
perca
percuma
peredus
pereh
perencah
perenial
perenyuk
peres
perfek
perifer
perigel
perih
pering
peringisan
periodik
perit
perkasa
perlahan
perlahan-lahan
perlente
permai
permanen
permeabel
permisif
peroi
peronyok
perseptif
personal
persuasif
perus
pesam
pesat
pesek
pesimistis
pesing
pesong
petah
peyot
piak
piat
piawai
pica
picik
pikun
pileh
pilu
pincang
pingai
pingul
pintar
pipih
piramidal
pirang
pisah
pitam
planologis
plastis
platonik
pleno
plong
plontos
pluralistis
plus
pluvial
pokah
polemis
poleng-poleng
poler
poligam
poliglot
polisiklis
polisional
politeistis
politis
polos
polutif
pondik
pongah
ponggok
populer
porak-parik
porak-peranda
porak-poranda
pornografis
portabel
posesif
positif
positivistik
potensial
pradini
pragmatis
praktis
pralahir
pramodern
pranikah
praremaja
prasejahtera
predikatif
preliminer
prenatal
presentabel
presidensial
preskriptif
prestisius
preventif
prihatin
prima
primer
primitif
primordial
prinsipiil
privat
pro
pro
proaktif
prodemokrasi
prodeo
produktif
profan
profesional
profetik
profitabel
progresif
proksimal
prominen
promotif
pronominal
proporsional
prosais
prosedural
prosodis
prospektif
protektif
protokoler
protolitik
provisional
provokatif
